Date,Open Price,High Price,Low Price,Close Price,Traded Value^,No. Of Trades,Traded Quantity
20-08-2018,"2,024.00","2,024.00","2,003.70","2,009.95",319.22,125610,1587032
17-08-2018,"2,013.85","2,021.90","2,004.00","2,012.75",244.31,114738,1213731
16-08-2018,"2,000.30","2,020.05","1,995.00","2,008.50",432.24,153660,2152065
14-08-2018,"1,992.00","2,024.60","1,982.40","2,003.55",665.78,120349,3311765
13-08-2018,"1,997.80","2,004.25","1,990.00","2,000.15",711.22,176860,3559575
10-08-2018,"1,980.95","1,996.50","1,972.05","1,993.10",552.83,105306,2784105
09-08-2018,"1,980.00","1,980.80","1,966.00","1,974.35",406.81,88956,2060297
08-08-2018,"1,972.00","1,978.30","1,962.00","1,974.00",259.01,78555,1315062
07-08-2018,"1,978.20","1,979.15","1,960.50","1,967.35",266.29,95485,1353560
06-08-2018,"1,997.00","1,998.95","1,972.25","1,975.55",303.58,62917,1532249
03-08-2018,"1,956.50","1,982.05","1,956.50","1,979.45",297.05,91920,1505131
02-08-2018,"1,980.00","1,985.00","1,945.00","1,948.40",295.88,85680,1509287
01-08-2018,"1,949.95","1,981.55","1,949.80","1,976.50",478.45,94019,2425180
31-07-2018,"1,942.00","1,947.00","1,928.00","1,940.20",426.60,125163,2204803
30-07-2018,"1,943.00","1,954.70","1,931.55","1,944.60",306.74,74802,1579251
27-07-2018,"1,960.85","1,964.65","1,940.30","1,943.75",396.33,103516,2033977
26-07-2018,"1,974.95","1,985.00","1,955.10","1,964.70",689.63,110618,3503036
25-07-2018,"2,001.90","2,002.00","1,968.40","1,981.50",303.91,92993,1535492
24-07-2018,"2,015.00","2,015.00","1,984.15","1,999.00",407.38,96571,2038423
23-07-2018,"2,001.00","2,009.95","1,986.00","2,005.65",418.46,88812,2086201
20-07-2018,"1,984.90","2,000.00","1,984.00","1,996.60",385.76,97910,1934995
19-07-2018,"2,002.10","2,010.45","1,970.00","1,981.40",346.52,81270,1746318
18-07-2018,"2,005.00","2,011.70","1,993.05","2,000.25",402.95,93022,2013869
17-07-2018,"1,989.00","2,009.00","1,981.00","2,002.15",661.31,105130,3315492
16-07-2018,"1,990.00","1,996.00","1,977.45","1,989.20",513.52,112338,2582159
13-07-2018,"1,975.00","1,997.90","1,974.00","1,981.10",823.92,146909,4148185
12-07-2018,"1,984.00","1,990.90","1,960.50","1,971.35","1,365.32",204057,6921701
11-07-2018,"1,900.00","1,998.00","1,894.15","1,979.90","4,470.81",482657,22903802
10-07-2018,"1,898.00","1,898.90","1,870.75","1,875.10",997.97,187687,5303302
09-07-2018,"1,924.00","1,924.40","1,876.50","1,883.00","1,161.54",193730,6151747
06-07-2018,"1,882.85","1,921.00","1,881.65","1,912.95",708.46,143673,3713781
05-07-2018,"1,873.00","1,887.50","1,862.10","1,880.30",463.44,94620,2472571
04-07-2018,"1,879.90","1,879.90","1,857.15","1,866.15",503.29,116958,2700614
03-07-2018,"1,859.95","1,879.90","1,857.05","1,874.05",607.00,191297,3242233
02-07-2018,"1,852.00","1,857.80","1,841.10","1,851.35",490.83,137325,2650290
29-06-2018,"1,844.90","1,867.40","1,842.30","1,847.75",649.10,213525,3506276
28-06-2018,"1,865.00","1,871.00","1,826.30","1,842.70",902.46,176902,4888125
27-06-2018,"1,860.00","1,885.15","1,851.25","1,858.00",763.39,163411,4081208
26-06-2018,"1,823.00","1,861.00","1,821.00","1,852.00",862.25,160270,4679712
25-06-2018,"1,811.90","1,822.35","1,806.00","1,819.25",378.63,115086,2083217
22-06-2018,"1,827.00","1,827.00","1,799.55","1,809.80",533.96,225703,2949458
21-06-2018,"1,832.00","1,832.00","1,817.60","1,819.35",530.56,130989,2910659
20-06-2018,"1,832.00","1,836.30","1,818.60","1,822.45",568.30,151059,3107695
19-06-2018,"1,822.15","1,839.00","1,821.00","1,824.50",593.79,139033,3245034
18-06-2018,"1,867.95","1,867.95","1,822.15","1,829.00",860.60,212032,4674987
15-06-2018,"1,800.00","1,847.10","1,788.60","1,840.05","1,674.55",232555,9183574
14-06-2018,"1,830.00","1,832.30","1,784.00","1,787.55",685.88,185231,3819998
13-06-2018,"1,816.00","1,831.65","1,798.00","1,824.10",976.54,236378,5370983
12-06-2018,"1,757.00","1,785.00","1,753.00","1,781.00",817.39,108707,4608875
11-06-2018,"1,747.10","1,763.00","1,743.00","1,749.70",381.95,104681,2179378
08-06-2018,"1,735.00","1,757.30","1,735.00","1,747.10",451.51,90908,2582138
07-06-2018,"1,725.00","1,749.00","1,723.80","1,735.55",419.68,105531,2414762
06-06-2018,"1,723.00","1,734.90","1,715.20","1,725.75",385.99,73770,2236512
05-06-2018,"1,744.00","1,751.90","1,711.15","1,721.60",423.50,133067,2449568
04-06-2018,"1,745.00","1,749.00","1,712.60","1,744.25",290.94,96686,1681483
01-06-2018,"1,754.00","1,757.50","1,716.30","1,732.45",279.44,74272,1603856
31-05-2018,"1,734.00","1,759.05","1,726.10","1,741.05",879.83,207998,5049371
30-05-2018,"3,509.05","3,533.00","3,482.50","3,514.10",663.02,125085,1889553
29-05-2018,"3,529.90","3,544.00","3,488.00","3,523.50",620.00,101072,1762656
28-05-2018,"3,616.50","3,616.50","3,486.00","3,502.05",653.48,142950,1858399
25-05-2018,"3,625.00","3,674.80","3,572.55","3,585.80",684.80,142355,1884886
24-05-2018,"3,510.00","3,615.00","3,502.35","3,603.70",530.21,78667,1481158
23-05-2018,"3,525.00","3,545.00","3,481.00","3,495.10",264.82,65699,753649
22-05-2018,"3,558.00","3,574.95","3,493.70","3,508.90",326.95,71360,928708
21-05-2018,"3,528.70","3,592.00","3,518.05","3,556.75",614.65,113610,1723089
18-05-2018,"3,480.80","3,517.70","3,458.00","3,502.05",326.99,71488,937498
17-05-2018,"3,512.95","3,533.15","3,476.00","3,491.80",520.85,147144,1484024
16-05-2018,"3,479.95","3,509.00","3,475.25","3,493.90",288.00,62359,824225
15-05-2018,"3,450.00","3,495.80","3,433.70","3,482.40",339.60,72769,976445
14-05-2018,"3,457.00","3,471.00","3,410.80","3,433.55",417.15,67155,1216947
11-05-2018,"3,454.20","3,485.00","3,442.50","3,456.95",454.76,44332,1313938
10-05-2018,"3,502.95","3,511.15","3,440.20","3,451.25",671.14,78782,1929339
09-05-2018,"3,440.20","3,494.75","3,440.20","3,489.30",455.14,74986,1307525
08-05-2018,"3,434.70","3,486.50","3,396.70","3,441.20",515.93,75803,1496410
07-05-2018,"3,490.00","3,490.00","3,410.90","3,420.95",599.04,95521,1742213
04-05-2018,"3,492.00","3,497.00","3,470.00","3,480.75",409.02,60186,1173622
03-05-2018,"3,509.80","3,526.00","3,470.40","3,481.85",658.57,132523,1880775
