Date,Open Price,High Price,Low Price,Close Price,Traded Value^,No. Of Trades,Traded Quantity
30-07-2008,846.00,846.00,800.00,838.95,90.79,31021,1105019
29-07-2008,806.70,813.80,792.00,808.95,49.61,18452,618048
28-07-2008,800.00,816.95,785.00,806.25,39.79,16429,492343
25-07-2008,799.20,849.50,782.00,799.20,176.87,32082,2210634
24-07-2008,874.50,874.50,792.35,802.55,236.29,44449,2935584
23-07-2008,830.00,870.00,818.90,860.55,125.63,34574,1492855
22-07-2008,816.00,843.95,806.05,831.85,87.82,30506,1060291
21-07-2008,799.00,815.00,783.00,812.80,71.97,28314,895517
18-07-2008,780.00,802.00,749.00,793.85,160.88,45708,2084874
17-07-2008,735.00,786.90,730.05,783.25,199.50,44495,2587679
16-07-2008,754.65,773.65,715.90,728.10,105.79,32724,1434975
15-07-2008,767.85,786.45,737.15,750.65,86.12,32802,1127461
14-07-2008,800.00,800.00,761.00,767.85,88.59,29702,1139974
11-07-2008,917.00,943.00,785.40,798.60,113.24,40284,1380946
10-07-2008,870.00,889.00,852.35,868.40,75.69,23157,876092
09-07-2008,850.00,889.95,850.00,876.75,77.28,21744,894637
08-07-2008,830.15,845.00,818.00,830.20,81.60,22468,986906
07-07-2008,845.00,864.00,832.00,852.25,38.41,14378,448533
04-07-2008,869.90,870.05,835.50,844.50,83.76,18589,984896
03-07-2008,881.00,881.00,820.55,856.65,87.95,26457,1043132
02-07-2008,850.00,888.00,840.00,876.50,174.79,27595,2035278
01-07-2008,865.00,872.00,835.05,847.70,107.95,21340,1264904
30-06-2008,871.00,878.00,850.00,858.20,70.47,15724,814511
27-06-2008,881.35,881.35,851.15,865.50,135.15,20598,1565237
26-06-2008,884.00,898.00,860.40,881.35,153.39,22810,1757079
25-06-2008,840.00,885.00,831.30,876.80,127.77,23028,1478549
24-06-2008,850.00,867.70,823.40,844.40,195.66,34747,2321794
23-06-2008,863.85,879.45,843.00,858.45,76.79,22454,893078
20-06-2008,899.90,899.90,841.55,863.85,175.60,29947,2039440
19-06-2008,880.25,898.00,880.00,888.00,73.06,13223,822267
18-06-2008,920.80,921.00,891.00,900.90,145.27,21246,1607834
17-06-2008,905.00,927.00,905.00,921.30,80.75,15582,876206
16-06-2008,919.00,928.00,903.25,910.80,149.91,19684,1635446
13-06-2008,880.00,921.90,880.00,909.60,152.94,27647,1683108
12-06-2008,894.00,902.40,857.00,888.25,54.35,18899,616001
11-06-2008,890.00,910.00,880.00,890.35,91.93,24719,1028342
10-06-2008,910.00,919.00,867.00,879.00,135.70,29093,1538843
09-06-2008,902.25,964.90,890.00,914.10,142.59,29004,1535035
06-06-2008,990.00,998.65,957.80,966.20,101.80,22635,1034446
05-06-2008,964.10,996.80,964.00,981.85,144.40,23904,1476314
04-06-2008,989.80,989.80,946.35,956.75,90.98,19886,946964
03-06-2008,960.00,990.00,938.15,975.15,118.62,26519,1225064
02-06-2008,"1,015.00","1,057.40",965.00,983.85,179.22,33957,1763691
30-05-2008,991.00,"1,049.00",978.00,"1,039.15",397.24,46646,3871321
29-05-2008,"1,009.00","1,028.35",984.00,994.65,207.63,34526,2064735
28-05-2008,970.10,"1,015.25",970.10,"1,009.45",136.00,37482,1367397
27-05-2008,980.00,994.00,946.00,968.90,137.02,26370,1420518
26-05-2008,920.00,962.90,916.00,955.45,129.71,26673,1364318
23-05-2008,974.90,979.70,926.10,932.40,127.96,21933,1350346
22-05-2008,956.50,985.50,951.00,961.15,132.59,21411,1361300
21-05-2008,928.00,968.00,915.00,965.10,75.22,17405,785046
20-05-2008,975.00,990.00,947.25,956.10,118.58,26897,1236726
16-05-2008,994.00,994.00,968.50,981.05,94.24,23728,959662
15-05-2008,973.00,"1,002.00",960.10,984.75,176.80,45221,1794474
14-05-2008,905.00,978.95,891.15,971.15,223.12,52822,2343297
13-05-2008,930.00,941.40,889.00,905.05,103.01,21277,1115719
12-05-2008,917.00,934.85,910.30,926.90,90.13,25884,974627
09-05-2008,959.00,959.00,910.00,917.00,104.04,30596,1123074
08-05-2008,964.90,965.00,918.00,947.00,253.06,32159,2711458
07-05-2008,950.00,979.90,950.00,966.75,303.75,43468,3146385
06-05-2008,910.00,950.00,872.60,937.05,92.13,17469,995699
05-05-2008,945.00,949.50,921.15,927.45,84.28,17141,903441
02-05-2008,925.00,962.00,924.00,943.75,125.15,29788,1324695
30-04-2008,916.10,935.75,906.50,921.00,218.93,36908,2371995
29-04-2008,882.05,930.00,870.15,910.55,366.73,55745,4052462
28-04-2008,809.00,896.00,720.00,881.70,145.59,14931,1649534
25-04-2008,912.00,912.00,885.00,889.30,152.74,18003,1707142
24-04-2008,904.00,904.90,864.00,890.75,337.04,42378,3822524
23-04-2008,887.00,905.70,880.05,889.15,141.46,36890,1581539
22-04-2008,984.95,984.95,882.00,887.20,312.02,74187,3446299
21-04-2008,"1,009.00","1,035.00",986.60,993.40,85.49,23633,849824
17-04-2008,999.70,"1,010.00",979.55,"1,000.90",99.71,23822,999889
16-04-2008,985.00,"1,002.00",962.00,971.90,158.45,27256,1609692
15-04-2008,922.00,985.00,880.40,974.15,137.63,39269,1425943
11-04-2008,903.05,925.00,893.25,908.00,50.01,17989,547316
10-04-2008,880.00,919.65,877.00,899.55,65.96,18310,731483
09-04-2008,880.00,892.00,869.00,876.25,32.52,11181,370650
08-04-2008,905.00,907.00,875.00,887.35,89.80,16146,1013838
07-04-2008,895.00,920.10,878.20,904.10,83.10,28284,914882
04-04-2008,886.00,889.90,860.05,872.90,44.04,13699,505211
03-04-2008,850.00,892.00,850.00,885.40,72.17,23212,821793
02-04-2008,850.00,869.00,849.25,851.25,30.50,9046,357211
01-04-2008,820.00,852.90,810.00,832.35,43.50,13793,521682
31-03-2008,871.05,871.05,797.00,810.45,83.14,23589,1012965
28-03-2008,853.00,874.70,852.00,871.05,78.63,12281,908424
27-03-2008,872.00,876.00,841.10,852.50,132.05,15921,1537788
26-03-2008,940.00,940.00,851.55,878.35,47.62,13516,542942
25-03-2008,840.00,899.85,835.00,876.50,64.07,22299,732224
24-03-2008,811.45,837.50,811.45,823.70,68.15,14544,825496
19-03-2008,828.00,840.00,805.55,811.45,89.89,19185,1090481
18-03-2008,790.00,828.80,770.00,817.70,73.17,19728,899020
17-03-2008,775.00,797.70,768.75,791.85,38.26,13461,489726
14-03-2008,780.00,812.90,750.00,803.85,43.56,16675,554014
13-03-2008,815.00,815.00,761.00,779.70,67.41,20510,852150
12-03-2008,839.00,850.00,810.25,823.55,38.97,12704,471103
11-03-2008,840.00,840.00,820.00,823.50,83.37,16380,1010880
10-03-2008,846.15,854.00,830.00,833.65,52.38,12592,623542
07-03-2008,862.60,866.10,842.25,846.15,42.48,12261,499207
05-03-2008,845.00,882.80,845.00,875.30,48.26,16785,552337
04-03-2008,858.00,870.00,847.10,858.80,64.39,14353,752633
03-03-2008,866.00,868.70,840.00,848.60,66.96,17172,785332
29-02-2008,880.00,891.70,863.50,877.40,75.07,13854,854120
28-02-2008,885.00,890.00,872.00,880.90,122.64,14148,1394751
27-02-2008,908.00,914.85,874.05,877.55,52.70,11860,591014
26-02-2008,924.00,924.00,895.00,898.40,112.66,13746,1249896
25-02-2008,928.00,929.00,890.25,900.75,73.29,12486,813865
22-02-2008,920.00,920.90,885.00,900.55,53.91,15027,600379
21-02-2008,898.00,931.00,882.00,914.65,81.59,26260,890513
20-02-2008,879.90,894.65,873.25,886.10,67.57,18862,765156
19-02-2008,856.00,884.00,855.00,875.45,42.47,14459,486822
18-02-2008,872.70,875.00,850.00,853.20,36.91,10674,430790
15-02-2008,860.00,887.05,860.00,872.70,48.32,11269,553261
14-02-2008,885.00,900.00,861.00,873.80,49.44,11418,561620
13-02-2008,875.00,897.00,851.30,868.95,47.52,13383,546344
12-02-2008,905.00,925.00,860.00,864.65,113.33,16072,1290332
11-02-2008,898.40,932.00,860.10,906.10,73.34,20669,800247
08-02-2008,884.00,925.00,880.00,898.40,58.66,16459,644205
07-02-2008,906.10,906.10,871.05,879.05,57.08,12983,643663
06-02-2008,930.00,930.00,894.50,906.10,90.77,18249,1001988
05-02-2008,960.00,975.00,935.65,955.05,41.28,10293,430718
04-02-2008,945.00,989.00,939.00,975.65,90.34,24694,932630
01-02-2008,885.00,941.10,873.30,929.50,94.87,20851,1042380
31-01-2008,870.00,890.00,835.35,873.75,130.30,14599,1491739
30-01-2008,882.00,892.00,860.00,869.85,65.68,11864,758214
29-01-2008,856.00,884.60,855.00,867.70,70.53,10381,814678
28-01-2008,870.00,870.00,825.00,854.30,52.45,14322,621415
25-01-2008,853.00,897.70,850.10,884.60,48.52,15240,560779
24-01-2008,870.00,888.00,825.75,843.25,43.09,14407,503334
23-01-2008,859.00,890.00,805.00,871.95,114.33,22491,1339780
22-01-2008,814.70,990.00,725.00,798.25,123.62,23615,1594218
21-01-2008,904.00,904.70,805.25,831.05,104.40,30793,1210008
18-01-2008,929.50,940.00,897.10,903.20,98.82,27752,1083454
17-01-2008,965.80,966.00,919.00,922.70,146.44,28779,1575524
16-01-2008,940.00,966.70,925.00,944.95,74.52,17036,782989
15-01-2008,965.00,968.00,934.00,940.00,69.34,19708,733897
14-01-2008,999.80,999.80,955.60,961.15,100.38,17939,1039716
11-01-2008,915.35,"1,004.00",915.35,989.75,52.90,13917,537297
10-01-2008,998.00,"1,009.50",962.00,981.65,82.99,15520,835594
09-01-2008,994.80,"1,006.00",989.90,996.30,61.15,15516,612532
08-01-2008,980.00,992.00,969.30,987.85,78.76,19726,801933
07-01-2008,"1,000.00","1,008.80",972.50,975.60,89.27,23758,911836
04-01-2008,"1,011.05","1,022.90","1,002.30","1,005.20",58.38,13947,579717
03-01-2008,"1,030.10","1,045.00","1,005.35","1,011.05",131.85,21938,1292070
02-01-2008,"1,060.00","1,061.00","1,031.50","1,050.00",74.75,13126,716231
01-01-2008,"1,077.00","1,077.00","1,052.00","1,054.55",24.53,8650,232097
31-12-2007,"1,083.00","1,096.05","1,052.00","1,077.40",58.55,8667,539042
28-12-2007,"1,100.00","1,100.00","1,060.00","1,082.15",59.68,9043,549149
27-12-2007,"1,105.10","1,120.00","1,086.55","1,110.75",110.52,14243,1002142
26-12-2007,"1,115.00","1,119.70","1,086.15","1,100.30",79.60,10936,726499
24-12-2007,"1,080.00","1,120.00","1,050.00","1,109.70",127.69,26645,1163916
20-12-2007,"1,029.50","1,053.95","1,023.00","1,045.35",79.10,12344,759005
19-12-2007,"1,012.00","1,028.80","1,008.00","1,024.50",68.17,8055,667755
18-12-2007,"1,010.00","1,040.00","1,003.30","1,010.45",97.44,11443,961465
17-12-2007,"1,072.40","1,072.40","1,005.00","1,012.40",81.49,14531,800832
14-12-2007,"1,015.30","1,055.00","1,015.30","1,040.40",70.93,10725,680109
13-12-2007,"1,050.00","1,063.80","1,025.30","1,029.60",122.19,14601,1162859
12-12-2007,"1,028.20","1,060.00","1,026.10","1,053.40",96.76,12669,929652
11-12-2007,"1,049.00","1,049.00","1,025.25","1,041.30",75.46,14960,726864
10-12-2007,"1,070.10","1,074.00","1,030.00","1,035.60",100.95,17365,966005
07-12-2007,"1,040.00","1,072.05","1,026.25","1,062.60",126.21,17719,1201452
06-12-2007,"1,040.00","1,051.70","1,031.20","1,035.55",108.21,11196,1040863
05-12-2007,"1,030.00","1,045.00","1,020.50","1,033.20",53.30,9858,517310
04-12-2007,"1,049.90","1,050.00","1,025.05","1,029.70",46.18,10952,445956
03-12-2007,"1,016.00","1,066.00","1,010.40","1,049.90",170.73,25303,1629087
30-11-2007,966.05,"1,018.65",966.05,"1,012.20",134.17,23522,1334666
29-11-2007,"1,000.00","1,001.70",951.00,966.05,123.08,16215,1257422
28-11-2007,981.00,"1,004.00",970.00,976.50,74.78,13575,759396
27-11-2007,990.00,999.00,970.10,995.95,37.35,11324,376127
26-11-2007,980.00,994.00,970.00,985.10,55.69,12210,563717
23-11-2007,970.00,970.00,948.90,960.95,55.67,12018,581016
22-11-2007,969.70,972.00,935.00,950.20,61.57,16317,647944
21-11-2007,962.00,980.80,935.60,944.80,81.82,20914,853448
20-11-2007,992.00,992.00,957.20,961.30,101.63,19762,1049754
19-11-2007,960.10,"1,007.40",960.10,993.50,74.58,16053,752563
16-11-2007,980.00,998.00,967.15,982.90,89.25,14557,916704
15-11-2007,991.00,997.90,970.00,980.20,56.32,15632,573849
14-11-2007,960.00,"1,045.10",960.00,986.70,87.67,17816,897092
13-11-2007,963.85,972.70,926.65,947.35,112.27,23635,1174497
12-11-2007,985.25,985.25,960.00,963.85,128.10,19830,1320247
09-11-2007,"1,015.00","1,015.00",983.10,985.25,8.36,5264,84775
08-11-2007,990.10,999.80,980.00,989.65,66.35,15000,671741
07-11-2007,"1,005.10","1,009.15",986.10,997.05,87.31,20378,876004
06-11-2007,"1,015.00","1,019.80","1,000.00","1,004.30",55.42,13563,549747
05-11-2007,"1,021.00","1,030.80","1,005.25","1,011.30",47.64,12510,469117
02-11-2007,"1,010.00","1,030.00","1,003.00","1,021.20",89.10,16761,873670
01-11-2007,"1,055.00","1,055.00","1,019.50","1,023.05",142.62,17826,1379601
31-10-2007,"1,047.00","1,063.70","1,017.00","1,038.00","1,205.87",19699,11804132
30-10-2007,"1,072.00","1,075.00","1,040.30","1,048.50",82.92,11453,786451
29-10-2007,"1,089.00","1,090.00","1,061.40","1,068.00",94.71,10364,884013
26-10-2007,"1,050.00","1,084.00","1,042.20","1,071.30",79.10,15488,740015
25-10-2007,"1,059.00","1,060.00","1,038.15","1,049.60",128.99,16092,1231318
24-10-2007,"1,100.00","1,100.00","1,043.30","1,048.00",108.18,17876,1025247
23-10-2007,"1,068.00","1,100.00","1,059.00","1,063.60",157.26,18330,1465591
22-10-2007,"1,117.00","1,117.00","1,065.10","1,071.95",103.39,16176,959202
19-10-2007,"1,147.85","1,150.00","1,082.40","1,108.85",225.13,26919,2023533
18-10-2007,"1,135.00","1,149.90","1,077.30","1,123.85",384.58,40512,3411359
17-10-2007,"1,060.00","1,115.00","1,000.00","1,094.70",189.24,22908,1731310
16-10-2007,"1,100.00","1,115.00","1,061.00","1,068.40",189.98,28230,1765132
15-10-2007,"1,070.00","1,091.65","1,059.75","1,074.15",184.26,22634,1717900
12-10-2007,"1,052.00","1,075.00","1,030.30","1,063.50",128.88,22041,1228230
11-10-2007,"1,135.00","1,135.40","1,060.00","1,072.00",150.93,21291,1399585
10-10-2007,"1,104.70","1,130.25","1,098.40","1,125.50",110.98,23908,995809
09-10-2007,"1,080.00","1,104.80","1,075.30","1,094.95",101.15,19147,926910
08-10-2007,"1,081.05","1,098.80","1,062.20","1,078.35",71.98,19689,665536
05-10-2007,"1,079.30","1,079.30","1,057.30","1,072.80",46.60,9647,436012
04-10-2007,"1,085.00","1,085.00","1,054.00","1,079.30",116.62,15865,1089951
03-10-2007,"1,050.00","1,095.00","1,049.90","1,079.20",137.20,27542,1280718
01-10-2007,"1,061.00","1,061.00","1,023.00","1,041.65",56.37,15584,544145
28-09-2007,"1,025.00","1,080.00","1,025.00","1,060.15",165.46,21121,1562383
27-09-2007,"1,050.00","1,067.50","1,047.00","1,062.50",227.72,31361,2150535
26-09-2007,"1,010.00","1,048.80","1,005.00","1,040.75",215.01,30056,2085223
25-09-2007,"1,010.00","1,014.00",996.20,"1,001.70",135.78,18563,1350124
24-09-2007,"1,020.00","1,030.35","1,000.20","1,007.25",93.47,17730,928761
21-09-2007,"1,002.05","1,027.00",978.00,"1,017.80",197.42,39168,1982176
20-09-2007,"1,020.00","1,022.10",997.20,"1,002.05",58.97,16942,588789
19-09-2007,"1,025.00","1,033.70","1,017.20","1,023.05",118.67,17024,1160667
18-09-2007,997.00,"1,007.70",993.00,"1,002.45",123.62,18980,1235702
17-09-2007,"1,025.00","1,031.80",995.70,997.65,127.78,30198,1271544
14-09-2007,"1,050.00","1,050.00","1,018.10","1,022.45",48.77,10484,475057
13-09-2007,"1,024.90","1,035.00","1,010.40","1,030.80",55.22,12088,538268
12-09-2007,"1,030.00","1,037.75","1,013.50","1,015.60",59.72,15956,586026
11-09-2007,"1,094.45","1,094.45","1,020.00","1,023.35",87.34,17841,846639
10-09-2007,"1,076.25","1,076.25","1,044.00","1,047.25",57.91,11981,550265
07-09-2007,"1,077.00","1,084.50","1,070.00","1,076.25",45.53,9442,422894
06-09-2007,"1,065.00","1,081.00","1,061.00","1,078.00",50.21,8230,467965
05-09-2007,"1,067.00","1,082.95","1,065.10","1,072.35",94.51,11801,879241
04-09-2007,"1,065.00","1,087.70","1,061.00","1,066.10",58.45,15823,545689
03-09-2007,"1,070.00","1,075.00","1,053.40","1,061.25",66.24,9798,624066
31-08-2007,"1,052.00","1,069.70","1,047.00","1,064.35",62.90,14185,594374
30-08-2007,"1,042.00","1,059.00","1,025.00","1,046.00",182.08,24826,1750793
29-08-2007,"1,020.00","1,039.80","1,001.00","1,031.60",81.87,12603,799172
28-08-2007,"1,036.00","1,039.00","1,011.00","1,028.75",58.06,13692,565876
27-08-2007,"1,024.95","1,038.80","1,020.05","1,026.50",68.49,10999,666714
24-08-2007,"1,015.00","1,026.50",999.50,"1,018.40",48.76,13354,481743
23-08-2007,"1,032.00","1,048.00","1,004.00","1,007.90",79.71,13274,778437
22-08-2007,"1,020.00","1,032.70",996.00,"1,025.90",97.37,19896,956655
21-08-2007,"1,076.50","1,076.50","1,004.50","1,015.25",111.87,27135,1090841
20-08-2007,"1,083.50","1,099.40","1,051.10","1,055.55",116.93,16063,1096711
17-08-2007,"1,088.00","1,093.00","1,039.20","1,056.15",183.40,31618,1725276
16-08-2007,"1,100.00","1,119.60","1,085.00","1,088.00",183.00,23646,1665780
14-08-2007,"1,135.00","1,140.00","1,120.00","1,130.25",34.52,8171,305699
13-08-2007,"1,150.00","1,150.00","1,125.15","1,134.50",34.31,8222,301381
10-08-2007,"1,115.00","1,153.50","1,080.40","1,144.50",176.18,23653,1572640
09-08-2007,"1,160.00","1,188.85","1,135.20","1,145.70",147.86,23160,1268609
08-08-2007,"1,150.00","1,169.00","1,118.00","1,152.60",117.23,25117,1013791
07-08-2007,"1,113.10","1,117.80","1,094.10","1,109.30",82.51,12349,746303
06-08-2007,"1,090.00","1,118.00","1,074.00","1,099.45",74.86,17236,684387
03-08-2007,"1,114.00","1,114.00","1,083.10","1,096.90",54.66,17235,498439
02-08-2007,"1,120.00","1,124.50","1,090.00","1,095.15",52.82,17562,478002
01-08-2007,"1,140.00","1,145.00","1,110.30","1,115.15",123.03,22268,1100859
31-07-2007,"1,151.00","1,162.00","1,130.00","1,156.30",92.18,11965,804635
30-07-2007,"1,150.00","1,170.00","1,130.25","1,136.45",52.55,9132,458962
27-07-2007,"1,160.00","1,175.00","1,126.00","1,153.00",93.17,12664,800809
26-07-2007,"1,155.00","1,210.00","1,145.10","1,189.10",176.32,17451,1500701
25-07-2007,"1,168.00","1,171.00","1,145.00","1,148.20",76.96,11498,667543
24-07-2007,"1,189.90","1,192.00","1,167.00","1,171.90",91.91,10083,781794
23-07-2007,"1,169.80","1,195.00","1,162.10","1,190.95",139.49,16514,1179114
20-07-2007,"1,189.00","1,189.95","1,167.40","1,175.90",110.40,15347,936233
19-07-2007,"1,167.00","1,185.00","1,165.50","1,182.20",119.75,17808,1018878
18-07-2007,"1,157.00","1,170.00","1,147.35","1,166.65",126.83,19021,1092795
17-07-2007,"1,175.80","1,175.80","1,150.00","1,155.75",178.69,30771,1541172
16-07-2007,"1,135.00","1,138.00","1,114.00","1,128.30",111.94,25625,997560
13-07-2007,"1,236.10","1,261.50","1,130.25","1,136.00",164.97,23278,1446162
12-07-2007,"1,155.00","1,169.00","1,134.00","1,162.55",165.22,18224,1440986
11-07-2007,"1,182.00","1,185.00","1,100.00","1,148.90",173.90,22888,1515531
10-07-2007,"1,185.00","1,200.00","1,168.00","1,183.15",222.54,26560,1873242
09-07-2007,"1,168.40","1,182.40","1,165.00","1,176.75",156.95,21421,1339942
06-07-2007,"1,115.00","1,164.90","1,100.10","1,158.65",217.21,33104,1901421
05-07-2007,"1,128.20","1,128.20","1,100.80","1,111.65",88.32,18632,794801
04-07-2007,"1,128.00","1,140.00","1,116.00","1,117.65",67.70,13558,603866
03-07-2007,"1,150.00","1,150.00","1,124.00","1,127.60",51.68,11452,457342
02-07-2007,"1,153.00","1,153.00","1,131.00","1,134.45",42.17,11527,369288
29-06-2007,"1,141.00","1,156.00","1,140.05","1,149.35",86.10,13601,751114
28-06-2007,"1,143.95","1,143.95","1,125.00","1,136.85",123.00,15141,1085698
27-06-2007,"1,129.90","1,138.70","1,124.00","1,133.15",83.57,15484,739174
26-06-2007,"1,131.00","1,140.00","1,117.85","1,121.75",79.97,21819,708186
25-06-2007,"1,139.95","1,150.00","1,118.75","1,125.75",78.99,19222,700944
22-06-2007,"1,145.00","1,155.00","1,134.50","1,139.95",76.29,12931,669326
21-06-2007,"1,145.00","1,150.80","1,130.00","1,145.60",86.87,23264,760932
20-06-2007,"1,161.00","1,173.00","1,141.00","1,147.00",116.02,18204,1006242
19-06-2007,"1,165.10","1,165.50","1,143.30","1,160.00",100.80,21820,873859
18-06-2007,"1,193.00","1,195.00","1,160.00","1,162.60",84.21,23495,718614
15-06-2007,"1,220.00","1,220.00","1,180.00","1,184.40",148.62,27138,1245788
14-06-2007,"1,210.00","1,220.00","1,201.30","1,204.55",125.99,11971,1044017
13-06-2007,"1,219.00","1,220.00","1,193.30","1,203.25",53.41,9959,442122
12-06-2007,"1,210.00","1,230.00","1,200.00","1,217.35",42.53,8146,350518
11-06-2007,"1,236.55","1,239.40","1,218.05","1,221.35",81.31,11456,662034
08-06-2007,"1,206.50","1,230.50","1,190.00","1,220.10",183.34,23770,1504769
07-06-2007,"1,200.00","1,214.40","1,165.30","1,207.00",60.56,13304,502235
06-06-2007,"1,215.00","1,217.00","1,178.20","1,200.35",115.49,19212,958005
05-06-2007,"1,217.80","1,217.80","1,200.00","1,208.05",52.94,11287,437900
04-06-2007,"1,228.00","1,250.00","1,202.00","1,208.10",56.29,10220,463346
01-06-2007,"1,229.10","1,229.10","1,211.15","1,218.70",52.70,9926,432247
31-05-2007,"1,229.00","1,229.00","1,200.00","1,208.35",156.89,18535,1294123
30-05-2007,"1,250.00","1,250.00","1,210.20","1,215.65",79.23,15493,650014
29-05-2007,"1,224.90","1,235.00","1,220.00","1,231.15",91.20,11385,741820
28-05-2007,"1,250.00","1,250.00","1,223.55","1,225.50",79.62,17820,646293
25-05-2007,"1,220.95","1,235.00","1,208.00","1,229.95",160.31,24054,1311042
24-05-2007,"1,250.00","1,250.00","1,221.00","1,224.75",139.96,15393,1138201
23-05-2007,"1,241.50","1,241.50","1,225.10","1,233.40",39.24,8883,317953
22-05-2007,"1,237.50","1,244.00","1,221.05","1,230.65",189.68,15639,1540056
21-05-2007,"1,270.00","1,270.00","1,230.00","1,237.05",88.44,14462,714211
18-05-2007,"1,259.95","1,276.00","1,250.00","1,252.85",92.14,19053,730251
17-05-2007,"1,233.10","1,253.70","1,230.00","1,250.00",91.16,18716,732815
16-05-2007,"1,265.00","1,265.00","1,210.55","1,224.20",199.19,24723,1630904
15-05-2007,"1,260.00","1,260.00","1,225.00","1,238.05",129.53,17017,1050780
14-05-2007,"1,278.50","1,278.50","1,246.10","1,250.25",39.58,10095,315094
11-05-2007,"1,250.00","1,259.00","1,210.00","1,252.55",120.04,20917,966914
10-05-2007,"1,245.00","1,289.90","1,226.00","1,229.70",94.13,16983,761050
09-05-2007,"1,300.00","1,300.00","1,225.00","1,239.50",145.72,24974,1174957
08-05-2007,"1,270.00","1,280.00","1,257.25","1,266.55",260.21,12358,2047751
07-05-2007,"1,282.00","1,284.90","1,265.15","1,272.90",176.94,12754,1388332
04-05-2007,"1,299.00","1,329.90","1,269.00","1,273.05",228.44,15610,1775300
03-05-2007,"1,274.80","1,294.80","1,272.55","1,290.20",213.93,22532,1660757
30-04-2007,"1,241.05","1,269.90","1,205.00","1,266.00",122.49,21833,972013
27-04-2007,"1,235.00","1,236.50","1,217.25","1,234.50",147.62,18417,1201321
26-04-2007,"1,227.00","1,249.60","1,220.00","1,240.40",183.34,21365,1485439
25-04-2007,"1,225.00","1,226.90","1,208.00","1,221.35",658.42,24506,5438101
24-04-2007,"1,244.00","1,262.00","1,219.00","1,224.85",215.25,25133,1730629
23-04-2007,"1,255.00","1,269.80","1,245.00","1,247.80",71.03,11861,566306
20-04-2007,"1,252.00","1,267.95","1,250.10","1,257.65",90.42,17183,717688
19-04-2007,"1,230.00","1,248.00","1,205.10","1,242.90",98.06,19619,791163
18-04-2007,"1,254.00","1,265.00","1,241.00","1,247.50",89.51,21147,713396
17-04-2007,"1,285.70","1,315.00","1,238.00","1,250.25",327.34,59484,2616241
16-04-2007,"1,284.00","1,305.90","1,270.25","1,280.25",320.78,53778,2496555
13-04-2007,"1,210.00","1,268.40","1,194.00","1,262.00",304.37,52287,2444712
12-04-2007,"1,188.00","1,209.00","1,172.00","1,200.95",110.37,20793,923739
11-04-2007,"1,205.40","1,209.45","1,187.00","1,190.55",114.29,25034,956584
10-04-2007,"1,217.20","1,225.00","1,195.35","1,197.35",104.83,18216,870060
09-04-2007,"1,200.50","1,226.75","1,200.50","1,217.20",69.60,17913,571131
05-04-2007,"1,199.45","1,206.00","1,186.10","1,194.20",76.00,17066,633498
04-04-2007,"1,218.00","1,224.70","1,190.40","1,198.40",72.21,22350,600624
03-04-2007,"1,195.00","1,216.80","1,188.00","1,202.65",98.06,22990,814213
02-04-2007,"1,210.00","1,220.00","1,185.00","1,189.20",116.42,31816,968974
30-03-2007,"1,248.35","1,254.80","1,220.25","1,233.85",86.42,21546,701764
29-03-2007,"1,188.95","1,256.80","1,188.95","1,248.35",316.85,40278,2566656
28-03-2007,"1,269.90","1,269.90","1,194.05","1,201.00",268.61,50273,2204512
26-03-2007,"1,285.00","1,298.70","1,255.25","1,261.35",194.68,21132,1524684
23-03-2007,"1,312.00","1,320.00","1,280.00","1,288.20",171.25,22436,1316324
22-03-2007,"1,277.00","1,307.00","1,277.00","1,303.05",134.03,23384,1031398
21-03-2007,"1,261.00","1,269.40","1,240.00","1,267.00",61.75,15940,492509
20-03-2007,"1,260.00","1,276.50","1,248.00","1,253.00",87.73,16634,693898
19-03-2007,"1,216.30","1,264.75","1,201.80","1,260.90",38.07,13238,303424
16-03-2007,"1,241.40","1,257.85","1,215.15","1,237.65",130.87,11993,1056071
15-03-2007,"1,230.00","1,251.00","1,228.00","1,234.30",118.57,15647,955822
14-03-2007,"1,225.00","1,241.90","1,205.00","1,213.55",117.37,22261,956237
13-03-2007,"1,225.50","1,268.90","1,200.10","1,265.40",63.64,17121,508022
12-03-2007,"1,224.70","1,253.70","1,211.00","1,235.00",112.86,20253,909234
09-03-2007,"1,228.30","1,233.00","1,198.00","1,212.15",97.81,16318,808037
08-03-2007,"1,190.00","1,229.70","1,190.00","1,218.40",69.05,18030,568747
07-03-2007,"1,202.00","1,224.70","1,157.40","1,191.80",131.40,25646,1110158
06-03-2007,"1,210.00","1,335.00","1,161.10","1,197.25",107.94,27295,905980
05-03-2007,"1,190.00","1,199.00","1,150.00","1,155.55",148.49,32558,1280220
02-03-2007,"1,254.80","1,260.00","1,201.00","1,208.55",164.08,25729,1327938
01-03-2007,"1,200.00","1,268.00","1,190.40","1,254.65",242.84,32689,1964641
28-02-2007,"1,233.00","1,244.95","1,172.00","1,193.40",283.15,61814,2336989
27-02-2007,"1,254.00","1,294.20","1,254.00","1,264.15",150.63,18449,1177492
26-02-2007,"1,272.00","1,293.85","1,232.50","1,286.10",148.48,20419,1169421
23-02-2007,"1,295.00","1,299.50","1,273.00","1,277.35",101.57,15949,791922
22-02-2007,"1,300.00","1,312.40","1,286.00","1,294.30",225.36,19208,1734778
